ID,Company name Latin alphabet,NAICS 2017; primary code(s),Operating P/L [=EBIT]; th USD 2021,Operating P/L [=EBIT]; th USD 2020,Operating P/L [=EBIT]; th USD 2019,Operating P/L [=EBIT]; th USD 2018,Operating P/L [=EBIT]; th USD 2017,Operating P/L [=EBIT]; th USD 2016,Operating P/L [=EBIT]; th USD 2015,Operating P/L [=EBIT]; th USD 2014,Operating P/L [=EBIT]; th USD 2013,Operating P/L [=EBIT]; th USD 2012,P/L for period [=Net income]; th USD 2021,P/L for period [=Net income]; th USD 2020,P/L for period [=Net income]; th USD 2019,P/L for period [=Net income]; th USD 2018,P/L for period [=Net income]; th USD 2017,P/L for period [=Net income]; th USD 2016,P/L for period [=Net income]; th USD 2015,P/L for period [=Net income]; th USD 2014,P/L for period [=Net income]; th USD 2013,P/L for period [=Net income]; th USD 2012,Total assets; th USD 2021,Total assets; th USD 2020,Total assets; th USD 2019,Total assets; th USD 2018,Total assets; th USD 2017,Total assets; th USD 2016,Total assets; th USD 2015,Total assets; th USD 2014,Total assets; th USD 2013,Total assets; th USD 2012,Cash & cash equivalent; th USD 2021,Cash & cash equivalent; th USD 2020,Cash & cash equivalent; th USD 2019,Cash & cash equivalent; th USD 2018,Cash & cash equivalent; th USD 2017,Cash & cash equivalent; th USD 2016,Cash & cash equivalent; th USD 2015,Cash & cash equivalent; th USD 2014,Cash & cash equivalent; th USD 2013,Cash & cash equivalent; th USD 2012,Total Liabilities and Debt; th USD 2021,Total Liabilities and Debt; th USD 2020,Total Liabilities and Debt; th USD 2019,Total Liabilities and Debt; th USD 2018,Total Liabilities and Debt; th USD 2017,Total Liabilities and Debt; th USD 2016,Total Liabilities and Debt; th USD 2015,Total Liabilities and Debt; th USD 2014,Total Liabilities and Debt; th USD 2013,Total Liabilities and Debt; th USD 2012,Total Current Liabilities; th USD 2021,Total Current Liabilities; th USD 2020,Total Current Liabilities; th USD 2019,Total Current Liabilities; th USD 2018,Total Current Liabilities; th USD 2017,Total Current Liabilities; th USD 2016,Total Current Liabilities; th USD 2015,Total Current Liabilities; th USD 2014,Total Current Liabilities; th USD 2013,Total Current Liabilities; th USD 2012,Income Tax Payable; th USD 2021,Income Tax Payable; th USD 2020,Income Tax Payable; th USD 2019,Income Tax Payable; th USD 2018,Income Tax Payable; th USD 2017,Income Tax Payable; th USD 2016,Income Tax Payable; th USD 2015,Income Tax Payable; th USD 2014,Income Tax Payable; th USD 2013,Income Tax Payable; th USD 2012,Depreciation; th USD 2021,Depreciation; th USD 2020,Depreciation; th USD 2019,Depreciation; th USD 2018,Depreciation; th USD 2017,Depreciation; th USD 2016,Depreciation; th USD 2015,Depreciation; th USD 2014,Depreciation; th USD 2013,Depreciation; th USD 2012
1667.,SANARA MEDTECH INC.,325412,n.a.,-5034.61,-2740.06,-501.86,120.44,-272.13,-964.98,-2062.54,-2928.39,-5418.48,n.a.,-4356.44,-2814.09,-731.83,192.3,-677.47,-1609.23,-2511.97,-4154.36,-1845.32,n.a.,9826.22,11117.16,3042.04,2217.86,2171.29,1391.8,1498.35,977.15,1393.61,n.a.,455.37,6611.93,731.85,463.19,833.48,182.34,523.44,44.55,45.86,n.a.,3675.59,4503.07,1929.98,2115.32,2594.36,2663.07,2323.75,3445.7,5199.42,n.a.,3539.9,2639.82,404,2115.32,1394.36,1459.09,2315.12,3445.7,5010.16,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-67.84,-29.94,-18.87,-80.65,-60.88,-60.03,-56.45,-51.66,-61.17
1668.,1847 HOLDINGS LLC,541611,n.a.,-2522.41,-1318.75,-1648,-1388.1,-269.84,-211.32,-178.05,-26.67,n.a.,n.a.,-12943.39,-2246.96,-995.36,-473.84,-269.84,-211.32,-178.05,-26.67,n.a.,n.a.,19239.94,19294.79,6052.28,7972.96,0.38,100.79,62.88,27.88,n.a.,n.a.,1393.37,174.29,333.88,501.42,n.a.,0.42,n.a.,n.a.,n.a.,n.a.,15114.55,23250.66,8191.36,9116.68,670.26,500.83,251.59,38.54,n.a.,n.a.,8083.83,16663.35,2212.22,3864.41,670.26,500.83,251.59,38.54,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-1295.74,-1378.95,-1435.1,-1120,n.a.,n.a.,n.a.,n.a.,n.a.
1669.,SCHOLAR ROCK HOLDING CORPORATION,325414,n.a.,-86878,-54542,-50692,-25029,-16210,n.a.,n.a.,n.a.,n.a.,n.a.,-86483,-51000,-49326,-24995,-16207,n.a.,n.a.,n.a.,n.a.,n.a.,388305,196381,181336,61637,32782,n.a.,n.a.,n.a.,n.a.,n.a.,341031,157448,175645,57959,28035,n.a.,n.a.,n.a.,n.a.,n.a.,127535,83480,74713,5927,4752,n.a.,n.a.,n.a.,n.a.,n.a.,42564,32814,31123,5024,3006,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-1491,-1303,-807,-669,-575,n.a.,n.a.,n.a.,n.a.
1670.,MACE SECURITY INTERNATIONAL INC.,339999,n.a.,1731,-1623,-861,-80,-189,-1223,-1988,-3410,-3042,n.a.,1701,-1700,-1946,-65,250,-1027,-1704,-2021,-4023,n.a.,11389,9002,9509,11664,9582,9261,13029,14774,16588,n.a.,767,307,451,913,2764,2588,6207,7520,4462,n.a.,3139,2716,1850,2259,776,978,2743,2876,3043,n.a.,2576,1859,1369,1579,772,978,2743,1540,1837,n.a.,57,56,55,62,60,61,60,62,62,n.a.,-354,-377,-195,-188,-155,-140,-138,-161,-448
1671.,REVANCE THERAPEUTICS; INC.,541715,n.a.,-273162,-164459,-142634,-120424,-88215,-72317,-52050,-38225,-43186,n.a.,-282089,-159429,-142568,-120587,-89270,-73476,-62917,258,-58259,n.a.,720220,340287,226348,295699,204360,275822,192469,22645,13423,n.a.,436505,290115,175812,282896,185528,252303,171032,3914,4083,n.a.,345930,114797,80726,26854,27289,22570,16100,56212,134717,n.a.,60964,40979,31970,20902,19647,12037,10236,47561,117935,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-4173,-2909,-1726,-1468,-1445,-1995,-2051,-1900,-1777
1672.,CASI PHARMACEUTICALS INC,325414,n.a.,-33698,-39991,-26504.45,-10751.32,-9420.61,-7152.4,-6505.78,-5740.02,-4504,n.a.,-46593,-44967,-27471.57,-10770.2,-9453.49,-7206.42,-26202.31,-5738.36,-14880.22,n.a.,127734,102631,113410,45100.97,27712.9,5826.32,11309.59,15507.55,8978,n.a.,66373,54246,85117.01,43489.94,27092.93,5131.11,10669.92,15131.67,8049.24,n.a.,46194,29636,3947.54,6560.85,6929.12,11913.76,11731.8,565.17,742.75,n.a.,7976,7947,3873.94,5062.1,1315.58,1053.56,919.05,565.17,742.75,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-562,-603,-365.56,-117.78,-66.45,-68.38,-48.18,-17.39,-20.46
1673.,SYROS PHARMACEUTICALS; INC.,541715,n.a.,-82297,-77741,-64296,-54686,-47963,-29820,-13435,-8633,n.a.,n.a.,-84038,-75438,-62279,-54010,-51424,-34752,-15642,-9259,n.a.,n.a.,213250,149978,106766,78488,91323,43631,61494,4921,n.a.,n.a.,173984,91416,99679,72049,83593,35909,60393,3801,n.a.,n.a.,122697,70794,28180,13164,10721,9582,1253,948,n.a.,n.a.,28624,23516,19529,12413,9567,7956,1252,910,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-3061,-2722,-1604,-1527,-1273,-602,-258,-170,n.a.
1674.,AADI BIOSCIENCE; INC.,541715,n.a.,-6357.04,-22580.59,-11181.25,-21388.54,-16633.59,-17486.55,n.a.,n.a.,n.a.,n.a.,-4315.32,-23270.51,-10396.64,-22343.91,-21136.31,-17418.66,n.a.,n.a.,n.a.,n.a.,44924.67,39936.79,64123.49,21027.65,2396.88,6092.53,n.a.,n.a.,n.a.,n.a.,42604.94,38524.54,62614.01,20264.11,1659.69,5194.21,n.a.,n.a.,n.a.,n.a.,1866.81,3401.44,5456.92,3592.16,14857.62,2159.87,n.a.,n.a.,n.a.,n.a.,1866.81,3334.01,5456.92,3592.16,14857.62,2159.87,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-61.48,-76.5,-46.69,-51.27,-69.67,-57.98,n.a.,n.a.,n.a.
1675.,SONO-TEK CORPORATION,333249,n.a.,1340.46,1115.49,82.49,381.61,-148.27,740.29,850.2,718.57,150.61,n.a.,1120.64,1107.44,161.59,368.21,95.71,547.73,606.13,484.47,132.25,n.a.,16423.39,14743.33,12200.18,11779.33,10735.94,10669.54,10741.63,9779.16,9066.44,n.a.,8647.55,7878.79,5509.83,6422.36,4899.41,4084.04,4215.27,3862.82,2916.82,n.a.,5472.71,4960.92,3615.52,3386.81,2812.91,3001.93,3597.9,3284.08,3074.18,n.a.,4265.51,4171.16,2537.05,2130.89,1448.54,1653.86,2127.18,1805.03,1086.94,n.a.,53.57,70.62,6.27,84.62,14.62,87.66,229.93,129.4,6.33,n.a.,-452.08,-395.73,-324.38,-382.78,-429.36,-476.53,-407.8,-343.87,-349.94
1676.,HUBEI MINKANG PHARMACEUTICAL LTD.,325412,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,41.95,1024.32,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,127.27,961.12,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,21615.12,20491.42,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,6234.19,6073.32,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,10187.79,9538.4,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,10187.79,9538.4,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,175.92,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-468.12,-321.82
1677.,NEW YORK MORTGAGE TRUST INC,531110,n.a.,-287262,175334,103738,91922,70655,81065,145983,69694,29100,n.a.,-329696,144835,79186,76320,54651,67023,130379,65387,28279,n.a.,4655587,23483369,14737638,12056285,8951631,9056242,10540005,9898675,7160401,n.a.,293183,118763,103724,95191,83554,61959,75598,31798,31777,n.a.,2354385,21277636,13558249,11084420,8103556,8175716,9722078,9418009,6838395,n.a.,544029,3282676,2232733,1508107,1179545,1077064,1010194,1037183,280576,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1678.,PROPHASE LABS; INC.,325411,n.a.,-2093,-3239,-1634,-3990,-3794,-2078,-7828,416,-2122,n.a.,-2125,-3146,-1740,40589,-2868,-3600,-7834,405,-1091,n.a.,31405,12274,20737,33659,12802,14829,16057,17420,16661,n.a.,8455,1360,8241,21938,441,1664,2926,1638,572,n.a.,20849,1043,4233,1812,6840,6000,5341,4824,5210,n.a.,6294,933,4233,1812,6840,4534,5241,4624,4910,n.a.,8,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-449,-398,-383,-337,-426,-288,-277,-243,-252
1679.,UNRIVALED BRANDS INC.,325411,n.a.,-40877,-33838,-25754,-20775.52,-18147.85,-8816.78,-18188.26,-3486.98,-5771.97,n.a.,-30117,-46931,-39753,-32677.6,-26918.89,-9225.58,-21889.21,-6148.35,-5836.37,n.a.,100294,119249,120088,98187.8,76178.73,9165.04,7719.23,4040.59,386.14,n.a.,34933,1226,7193,5445.58,9749.57,418.08,846.65,26.94,16.31,n.a.,45627,49107,26217,22316.87,23543.86,2954.75,6150.94,3957.1,846.68,n.a.,26422,27582,6901,14776.11,22670.41,2780.22,6442.27,3957.1,846.68,n.a.,n.a.,n.a.,n.a.,0,615.83,n.a.,n.a.,n.a.,n.a.,n.a.,-3770,-3380,-4710,-1930,-1228.2,-602.81,-392.88,-41.31,-14.09
1680.,CCA INDUSTRIES; INC.,325611,n.a.,290.97,1002.21,546.8,3510.6,2732.95,-808.41,-1435.59,-5538.58,-4607.48,n.a.,-127.48,554.46,-3321.77,1831.18,1181.21,-3244.21,-8799.47,-6193.25,465.45,n.a.,14085.89,13091,14154.85,15930.46,17238.23,19150.56,21732.59,26345.75,35271.11,n.a.,116.41,188.59,373.63,140.24,309.28,509.88,241.62,4311.46,12112.45,n.a.,3996.12,3662.05,5852.2,6023.27,9329.34,12761.42,12166.64,9283.38,11023.13,n.a.,3580.83,2891.17,4665.06,5633.9,8917.36,11355.08,10738.67,9253.19,10770.63,n.a.,n.a.,n.a.,n.a.,n.a.,20,n.a.,n.a.,0,9.44,n.a.,-31.28,-46.1,-48.77,-84.25,-81.46,-150.86,-303.3,-303.75,-213.5
1681.,STEM HOLDINGS; INC.,531190,n.a.,-9666,-20904,-8397,-2750.9,-87.7,n.a.,n.a.,n.a.,n.a.,n.a.,-11001,-28594,-8698,-2746.65,-87.7,n.a.,n.a.,n.a.,n.a.,n.a.,45017,31097,14377,4350.46,2050.86,n.a.,n.a.,n.a.,n.a.,n.a.,2129,3339,761,391.39,798.2,n.a.,n.a.,n.a.,n.a.,n.a.,20025,6925,6090,165.78,53.81,n.a.,n.a.,n.a.,n.a.,n.a.,14500,7503,4178,165.78,53.81,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-1650,-1228,-1363.46,-129.22,0,n.a.,n.a.,n.a.,n.a.
1682.,LUMINAR TECHNOLOGIES; INC.,334511,n.a.,-86875,-62615,-64229,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-369055,-100000,-79550,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,510351,51864,28202,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,485654,33739,9602,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,361610,18851,152869,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,16590,14773,18810,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-2517,-2316,-1494,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1683.,HEALTHIER CHOICES MANAGEMENT CORP.,446191,n.a.,-3448.37,-4414.27,-2981.92,-10289.81,-8862.27,-22548.32,-12718.48,960.12,-2297.57,n.a.,-3722.39,-2799.38,-13163.26,-9874.88,10684.49,1800.75,-13852.25,801.35,-1920.97,n.a.,11874.99,14006.67,15172.66,11701.41,17234.75,34247.86,4928.48,13962.38,4399.47,n.a.,948.21,3549.42,7152.11,7883.19,13366.27,27214.99,471.19,6570.22,176.41,n.a.,9617.63,8104.94,6745.89,11257.11,14777.21,46832.07,4116.67,2210.79,4882.91,n.a.,5654.1,3690.99,5617.66,11246.65,14777.21,46773.5,3997.23,2210.79,4036.44,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3.09,5.81,0,n.a.,-100,-200,-200,-200,-374.39,-462.1,-56.44,-11.28,-11.45
1684.,EASTSIDE DISTILLING; INC.,312140,n.a.,-8186,-9953,-8261.01,-4829.88,-4297.95,-3541.52,-4051.94,90.76,-51.05,n.a.,-9860,-16908,-9047.67,-5277.32,-5251.29,-3601.07,-4057.17,86.99,-57.02,n.a.,31732,35865.86,26357.81,9028.97,2547.99,1291.86,2046.45,174.41,9.27,n.a.,836,343.29,10642.88,2586.32,1088.07,141.32,1082.29,29.78,5.9,n.a.,32840,28532.55,7606.69,3896,1415.16,2355.47,464.35,71.25,202.35,n.a.,30259,6137.6,2372.58,1718.66,987.4,2337.63,441.08,41.25,202.35,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-1786,-1330.91,-324.82,-41.25,-21.99,-19.28,-5.89,-2.79,n.a.
1685.,ZOGENIX; INC.,325412,n.a.,-247717,-429821,-141175,-119458,-72685,-47726,41361,-44061,-47431,n.a.,-209383,-419503,-123914,-126817,-69707,26144,8587,-80856,-47386,n.a.,651130,414250,648331,417613,231505,305822,202835,112504,80686,n.a.,505109,251155,514187,293503,91551,155349,42205,72021,41228,n.a.,281461,169191,125530,116092,110749,123062,147556,94078,66213,n.a.,82715,95389,58375,20983,20310,29986,44237,58780,32654,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-1523,-1300,-200,-425,-1402,-1621,-1625,-1806,-1599
1686.,QUALSTAR CORP,334112,n.a.,n.a.,-70,1490,657,-1213,-1867,-5850,-7745,-4115,n.a.,n.a.,-7,1486,640,-1210,-1885,-5624,-10363,-4107,n.a.,n.a.,10038,9998,8567,7263,8727,12785,20207,28824,n.a.,n.a.,3863,4781,4698,3691,3963,5462,8271,14516,n.a.,n.a.,3295,2670,2671,2424,2680,3662,5462,3771,n.a.,n.a.,2543,2503,2526,2256,2549,3402,5445,3745,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-45,-86,-154,-182,-101,-183,-176,-100
1687.,SOUTHWEST CASINO CORPORATION,721120,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1688.,ADD MASTER CORP,333244,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1689.,MIRATI THERAPEUTICS; INC.,541715,n.a.,-369363,-222104,-102627,-71535,-83779,-64714,-38770,-30974,-20498,n.a.,-357937,-213256,-98418,-70430,-83118,-64544,-43698,-52905,-20286,n.a.,1476128,432200,228454,157246,63444,128017,33479,64537,39801,n.a.,1390106,415050,222790,150837,56734,122327,29303,62070,36983,n.a.,115339,49905,26878,13958,15135,9841,5417,38652,5385,n.a.,71472,48906,26146,13644,15002,9798,5396,38652,5340,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-641,-249,-175,-184,-180,-212,-199,-171,-123
1690.,ZYMERGEN INC,325620,n.a.,-241089,-223323,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-262194,-236803,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,304921,227890,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,211136,145078,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,147859,119705,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,121458,111679,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-17407,-14300,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1691.,SPECTRA SYSTEMS CORPORATION,541511,n.a.,n.a.,4348,3889,3031,1093,-19,1228,-1365,-1202,n.a.,n.a.,4335,4055,3280,1139,35,1044,-3002,-1245,n.a.,n.a.,31329,28219,27713,26624,26585,26422,28657,28782,n.a.,n.a.,14250,12662,11181,8808,9808,9773,13435,16167,n.a.,n.a.,4218,2342,3262,3355,4552,4421,7703,4939,n.a.,n.a.,2606,1802,2804,3099,4275,4128,5600,4506,n.a.,n.a.,214,3,17,30,91,101,82,72,n.a.,n.a.,-425,-1005,-401,-437,-449,-429,-155,-172
1692.,VIVOS THERAPEUTICS INC,339112,n.a.,-12039.81,-10577.23,-8336.18,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-12056.88,-10754.32,-8439.16,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,25327.47,7551.54,8203.97,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,18205.67,469.35,1254.72,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,8410.11,9177.93,2710.51,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,7823.05,9093.68,2157.16,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-298.84,-326.85,-188.08,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1693.,GIGA TRONICS INC,334511,n.a.,-1085,-433,-288,-3134,-2344,-3707,14,-4208,-3781,n.a.,-407,-2026,-1043,-3101,-1546,-4104,-1673,-3742,-4206,n.a.,7847,8926,6279,8431,9074,11193,8054,7593,9360,n.a.,736,657,878,1485,1421,1331,1170,1059,1882,n.a.,3600,4626,4464,8300,7354,8213,5099,6716,6052,n.a.,2904,3372,3913,7809,7018,7695,4286,5602,5342,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-253,-184,-264,-1116,-827,-321,-311,-284,-209
1694.,DEEP DOWN; INC.,333132,n.a.,-6037,-2801,-5208,-837,-852,-1771,-5935,-213,-2266,n.a.,-6057,-2774,-4742,-116,164,-1841,-5803,-595,-2454,n.a.,14939,21551,20120,23970,28429,28538,34720,38302,31499,n.a.,3745,3523,3050,4956,9208,4274,5312,5260,1523,n.a.,7041,7188,3011,2123,5127,4955,9754,7923,8702,n.a.,4842,4008,2964,2123,5127,4955,9754,4705,5766,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-1082,-1381,-1832,-1311,-1469,-1686,-1581,-1564,-1457
1695.,PAID; INC.,454110,n.a.,-2131.48,-712.03,-11655.38,-690.76,-454.71,-833.8,-1138.31,-1492.54,-3747.55,n.a.,-2261.08,90,-11698.16,-642.16,-347.58,-1309.5,-1665.77,-1127.92,-4146.2,n.a.,5787.09,4991.42,5211.69,17110.99,16645.38,498.71,1036.13,1850.91,4231.55,n.a.,1644.21,475.88,632.33,535.52,339.56,123.91,651.32,569.38,1575.81,n.a.,2804.49,2296.22,3295.18,3427.06,3264.3,1130.87,915.15,993.51,2546.28,n.a.,1781.75,1129.59,2194.75,2134.91,1974.99,1130.87,912.05,973.66,2497.65,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-29.83,-22.11,-21.96,-34.7,-2.8,-9.66,-25.13,-72.97,-76.16
1696.,CIRCUIT RESEARCH LABS; INC.,334220,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1697.,STRASBAUGH,334220,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1698.,BIMI INTERNATIONAL MEDICAL INC.,446110,n.a.,-3812.29,-1713.08,-212.58,-1195.08,-1480.05,-640.79,-376.19,386.19,566.33,n.a.,-1997.08,-4438.57,-16786.51,-1569.82,-1817.58,-969.44,-617.29,-180.17,88.03,n.a.,33202.14,30061.78,23050.8,41433.07,37319.12,44353.64,48304.93,42676.19,42831.7,n.a.,135.31,36.36,n.a.,282.15,124.64,434.57,1304.13,1020.76,3071.37,n.a.,16491.69,21379.14,12915.07,14185.3,10612.06,13976.17,16971.77,10811.57,13018.35,n.a.,15565.21,21549.19,13065.38,14136.25,10612.06,13976.17,16971.77,10811.57,13018.35,n.a.,773.65,0.86,0,n.a.,n.a.,n.a.,0,0.55,0,n.a.,-56.04,-4.77,0,-882.94,-936.06,-1207.45,-777.53,-764.5,-842.05
1699.,CLEARPOINT NEURO; INC.,334510,n.a.,-6220,-4593.67,-5247.77,-6335.83,-7488.74,-7721.53,-5320.63,-7474.77,-3129.26,n.a.,-6782,-5539.79,-6163.47,-7167.35,-8069.9,-8449.25,-4524.73,-7086.27,-5877.72,n.a.,29518,11926.44,7856.83,13897.37,7400.89,9936.72,13385.68,7873.07,5551.75,n.a.,20099,5695.72,3101.13,9289.83,3315.77,5408.52,9244.01,3516.24,1620.01,n.a.,27141,7339.72,6345.83,8068.63,8156.95,11917.86,13486.01,14707.04,13417.15,n.a.,3200,3832.95,2007.69,4398.01,3017.7,7653.2,4919.32,10090.62,6308.28,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-234,-143.6,-109.44,-116.45,-155.71,-211.95,-377.26,-426.18,-416.97
